COLOR,COMPKEY,FEEDERDIAM,FEEDERLEN,INSTDATE,MFGKEY,OUTLSZ1,OUTLSZ2,OUTLSZ3,PRESZONE,UNITTYPE,LONGKEY,PLUGGED,NONSCHE,FZONENUM,DECLREQD,HYMARKER,Letters,FLSHFRE_DAYS
GREEN,22724.0,0.0,3.4,2008-09-08 11:09:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,2605.0,0.0,4.0,1994-10-01,1009,63.0,150.0,63.0,5,HYBLWF,N,N,Y,FZ-C03,Y,Y,B,365
BLUE,7391.0,0.0,1.1,1989-05-01,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,6798.0,0.0,1.0,2008-10-02 10:32:00,1022,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,6713.0,0.0,1.1,2008-07-30 07:54:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,5354.0,0.0,1.2,2008-08-29 10:13:00,1012,63.0,150.0,63.0,5,HYBLWF,N,N,Y,FZ-C03,Y,Y,B,365
BLUE,5224.0,0.0,1.2,2006-11-29 08:03:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,6312.0,0.0,1.3,2008-10-28 09:02:00,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,4564.0,0.0,1.2,2008-03-04 09:02:00,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,7508.0,0.0,1.5,1990-07-01,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6969.0,0.0,2.5,1996-02-01,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,6175.0,0.0,3.0,2008-09-19 08:36:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,4324.0,0.0,1.2,1985-03-01,1022,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,4597.0,0.0,1.0,2008-03-18 23:00:00,1012,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5328.0,0.0,1.2,2008-09-05 08:40:00,1022,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,5268.0,0.0,1.0,2008-10-01 09:04:00,1022,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,2073.0,0.0,1.2,2007-03-05 10:40:00,1022,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,22751.0,0.0,1.22,1993-12-20,1009,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,365
BLUE,18658.0,0.0,1.26,2007-08-31 09:59:00,1022,63.0,63.0,0.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,19394.0,0.0,3.63,2008-09-04 15:39:00,1022,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,Y,Y,S,180
BLUE,1164.0,0.0,1.2,2008-08-29 11:00:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,2015.0,0.0,3.8,2008-08-29 11:00:00,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,5604.0,0.0,1.2,2008-10-16 08:21:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,1611.0,0.0,1.1,2008-10-09 11:25:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
GREEN,6092.0,0.0,1.5,2005-02-28 10:49:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
GREEN,7568.0,0.0,1.0,1990-07-01,1012,63.0,150.0,63.0,6,HYBLWF,N,N,Y,FZ-C01,Y,N,B,365
BLUE,4438.0,0.0,1.4,2008-11-03 08:53:00,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,3892.0,0.0,2.0,2003-02-26 09:10:00,1012,63.0,150.0,63.0,4,HYBLWF,N,N,Y,FZ-C03,Y,N,S,180
BLUE,459853.0,0.0,1.35,2008-09-22 11:54:00,1881,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,30
BLUE,459877.0,0.0,1.23,2008-09-22 11:54:00,1012,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,459884.0,0.0,3.41,2008-10-02 10:02:00,1001,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,Y,Y,S,180
BLUE,3798.0,0.0,3.5,2008-06-12 14:14:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,4481.0,0.0,1.0,2008-07-31 08:57:00,1022,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,4447.0,0.0,1.2,2008-07-31 08:57:00,1012,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,6359.0,0.0,1.2,2008-10-28 09:02:00,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6260.0,0.0,1.2,2008-09-23 09:03:00,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6511.0,0.0,1.1,2008-09-23 09:03:00,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,4854.0,0.0,1.2,2008-07-04 08:33:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,2652.0,0.0,3.0,2008-01-10 07:35:00,1004,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,3817.0,0.0,2.0,1990-06-01,1001,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,5644.0,0.0,5.4,2008-09-24 09:44:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,30
BLUE,1535.0,0.0,1.1,1981-11-01,1022,63.0,150.0,63.0,5,HYBLWF,N,N,Y,FZ-C02,N,N,B,365
BLUE,6291.0,0.0,1.2,2008-10-29 08:33:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,5289.0,0.0,3.8,1986-12-17,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,3
BLUE,457098.0,0.0,7.02,2008-12-11 09:03:00,1001,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,457102.0,0.0,3.62,2008-08-26 11:11:00,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,457103.0,0.0,3.53,2008-12-30 09:27:00,1881,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,457105.0,0.0,3.4,1998-01-14,1881,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,457108.0,0.0,0.99,1999-09-01,1001,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,3
BLUE,457109.0,0.0,1.0,2008-11-18 11:46:00,1001,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,Y,Y,S,30
BLUE,457111.0,0.0,1.21,2008-09-04 09:36:00,1001,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
BLUE,19996.0,0.0,3.64,2008-02-13 08:48:00,1004,63.0,63.0,0.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,20415.0,0.0,1.47,2007-08-31 11:12:00,1022,63.0,63.0,0.0,2,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
GREEN,20675.0,0.0,2.79,2008-06-02 11:27:00,1012,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,7990.0,0.0,1.0,2006-03-07 11:04:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,2959.0,0.0,0.9,2008-10-09 11:25:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,2364.0,0.0,1.2,1990-07-01,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,1354.0,0.0,1.2,2008-10-16 08:21:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,2129.0,0.0,1.2,2008-09-29 08:32:00,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,6154.0,0.0,1.2,2002-11-04 09:14:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,7532.0,0.0,1.4,2008-09-29 08:32:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6080.0,0.0,1.2,2008-09-29 08:32:00,1004,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
GREEN,7104.0,0.0,1.4,1984-07-01,1004,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,2320.0,0.0,1.0,1984-07-01,1004,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,457112.0,0.0,1.0,1998-09-28,1001,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,457122.0,0.0,3.44,2009-01-07 08:42:00,1001,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,4524.0,0.0,1.2,1995-02-01,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,5184.0,0.0,1.0,2008-09-30 07:59:00,1004,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
GREEN,3042.0,0.0,2.0,2008-09-08 11:05:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,7045.0,0.0,3.0,2008-10-07 09:06:00,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,8274.0,0.0,1.1,2008-07-09 08:19:00,1022,63.0,150.0,63.0,4,HYBLWF,N,N,Y,FZ-C02,Y,Y,B,365
GREEN,478221.0,0.0,1.21,1999-11-01,1881,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,180
BLUE,478222.0,0.0,2.5,2002-02-02,1881,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,180
BLUE,8008.0,0.0,1.0,2008-07-03 11:58:00,1012,63.0,63.0,0.0,4,HYBLWF,N,N,N,FZ-C02,N,N,S,365
GREEN,21958.0,0.0,1.37,2008-10-14 09:27:00,1022,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,2844.0,0.0,3.5,1988-12-12,1012,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,180
BLUE,3546.0,0.0,1.4,2008-06-12 13:42:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,y,B,365
GREEN,1025.0,0.0,1.0,2008-11-04 07:42:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,1042.0,0.0,1.5,2008-06-12 14:14:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
,2843.0,0.0,4.0,1986-03-27,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,8884.0,0.0,1.4,2002-04-09 10:50:00,1004,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,180
BLUE,653763.0,150.0,3.0,1999-12-01,1001,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6334.0,0.0,1.3,1988-01-06,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,6527.0,0.0,1.4,2008-08-29 10:24:00,1004,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,21982.0,0.0,3.37,2008-09-22 12:17:00,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,Y,N,S,180
GREEN,21985.0,0.0,3.09,2008-09-09 10:38:00,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,y,S,365
BLUE,21986.0,0.0,1.43,2008-11-18 23:00:00,1012,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,21987.0,0.0,3.53,2008-06-23 11:35:00,1001,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
GREEN,22008.0,0.0,1.47,2009-01-05 10:28:00,1012,63.0,63.0,0.0,1,HYBLWF,N,N,N,FZ-W01,Y,y,S,180
GREEN,15442.0,0.0,3.67,2008-11-17 08:52:00,1022,63.0,63.0,0.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,15667.0,0.0,3.57,2008-12-18 16:45:00,1009,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
ORANGE,5898.0,0.0,1.2,2008-08-05 13:41:00,1012,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5198.0,0.0,1.2,1987-11-01,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,3381.0,0.0,3.8,2008-09-18 11:52:00,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,5462.0,0.0,2.0,2008-07-18 09:40:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,180
BLUE,6138.0,0.0,1.4,1980-02-01,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,180
BLUE,6645.0,0.0,1.2,2008-06-16 14:36:00,1022,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,2208.0,0.0,1.4,2008-06-16 14:44:00,1022,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,1278.0,0.0,4.0,2008-09-11 09:55:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,6801.0,0.0,1.2,2008-10-02 10:53:00,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6869.0,0.0,1.2,2007-10-22 07:55:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,7050.0,0.0,1.0,2008-09-05 08:40:00,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,7398.0,0.0,2.5,2008-10-24 09:13:00,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
GREEN,15772.0,0.0,3.67,2008-06-06 11:15:00,1881,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W02,N,y,S,180
BLUE,15793.0,0.0,6.53,1990-05-10,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,15936.0,0.0,1.18,2008-09-11 08:50:00,1009,63.0,150.0,63.0,5A,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,16459.0,0.0,3.35,2008-11-18 23:00:00,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,21220.0,0.0,3.66,2008-09-04 09:54:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,1490.0,0.0,1.0,1984-10-10,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,460236.0,0.0,2.4,2002-02-01 12:11:00,1001,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,487373.0,0.0,3.4,2008-05-22 08:39:00,1022,63.0,150.0,63.0,7,HYBLWF,N,N,N,FZ-V04,N,N,B,365
BLUE,488079.0,150.0,3.94,1998-07-09,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,488136.0,150.0,0.89,2008-09-10 23:00:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,Y,Y,S,365
ORANGE,646516.0,150.0,4.1,2002-02-22,1001,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W04,N,y,S,365
BLUE,19065.0,0.0,6.1,1988-11-01,1009,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,7
BLUE,482381.0,0.0,2.25,1999-04-22,1881,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,482384.0,0.0,2.03,1999-04-24,1012,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
GREEN,482392.0,0.0,4.32,1999-07-01,1009,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,Y,Y,S,180
BLUE,482398.0,0.0,4.8,1997-09-01,1001,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,180
BLUE,482858.0,0.0,3.0,2008-09-19 08:39:00,1001,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
GREEN,482859.0,0.0,3.0,2008-09-19 08:39:00,1001,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,482874.0,0.0,1.28,2004-04-01,1001,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W04,N,Y,S,7
ORANGE,3673.0,0.0,1.4,2008-06-16 14:46:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,2084.0,0.0,1.4,2008-06-16 14:36:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,Y,FZ-C03,Y,Y,B,365
BLUE,5054.0,0.0,1.4,2006-11-22 12:03:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
GREEN,4743.0,0.0,2.5,1997-02-01,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,3991.0,0.0,1.0,2008-07-17 12:51:00,1012,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,2393.0,0.0,1.0,2007-12-19 07:44:00,1012,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,5975.0,0.0,2.0,1991-09-01,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,6832.0,0.0,1.0,2008-10-06 08:25:00,1022,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,1668.0,0.0,1.4,2008-09-18 11:39:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,5617.0,0.0,2.2,2008-06-25 10:33:00,1012,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,8033.0,0.0,1.2,2008-09-29 08:32:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
ORANGE,8267.0,0.0,4.5,2008-09-10 10:01:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,8373.0,0.0,1.3,1981-11-01,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,7
BLUE,8649.0,0.0,1.4,2008-11-10 07:39:00,1012,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
GREEN,10843.0,0.0,4.11,2008-06-17 11:13:00,1012,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W02,N,y,S,180
BLUE,16783.0,0.0,3.24,2008-09-04 07:57:00,1022,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,y,S,365
BLUE,16915.0,0.0,3.77,2008-08-27 13:46:00,1022,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,17443.0,0.0,3.76,2008-09-04 15:39:00,1022,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,N,Y,S,365
BLUE,17517.0,0.0,1.49,2007-12-24 07:55:00,1012,63.0,63.0,0.0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,17651.0,0.0,1.37,1986-12-01,1022,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W04,N,Y,S,1
BLUE,2603.0,0.0,1.0,2001-08-09 12:31:00,1009,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,y,B,365
BLUE,1368.0,0.0,1.6,2008-10-23 08:42:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,5401.0,0.0,1.6,2008-10-23 08:42:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,8374.0,0.0,2.0,2008-10-23 08:42:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,22929.0,0.0,1.0,1992-04-07,1009,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,365
ORANGE,22946.0,0.0,4.72,2008-05-20 08:29:00,1022,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,4260.0,0.0,0.9,2008-08-05 13:17:00,1012,63.0,63.0,0.0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
GREEN,6136.0,0.0,3.5,2006-01-30 11:54:00,1022,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,1158.0,0.0,1.2,1984-06-01,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,21084.0,0.0,3.42,2008-08-20 08:29:00,1012,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
BLUE,7997.0,0.0,1.5,2008-11-10 07:39:00,1012,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
,531455.0,150.0,4.0,2003-08-01,1022,63.0,150.0,63.0,CT7,HYBLWF,N,N,N,FZ-V04,Y,N,C,180
BLUE,532496.0,150.0,7.6,2007-04-11 08:43:00,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
,532883.0,150.0,0.7,1996-09-01,1001,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,Y,N,C,60
,9977.0,150.0,1.0,1974-10-19,1022,63.0,150.0,63.0,PG8,HYBLWF,N,N,N,FZ-V03,Y,N,C,14
,9208.0,150.0,1.0,1979-01-01,1012,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,N,N,C,365
,533357.0,150.0,6.6,2008-05-15 08:57:00,1012,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,Y,N,C,120
BLUE,538866.0,150.0,3.0,1999-01-01,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,Y,N,C,365
BLUE,551087.0,150.0,11.2,1991-10-01,1012,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,y,B,180
BLUE,14691.0,0.0,1.26,2007-08-31 16:07:00,1004,63.0,63.0,0.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,19513.0,0.0,1.29,2008-10-10 23:00:00,1029,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
,10453.0,150.0,2.5,1993-01-01,1022,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,Y,N,C,365
,9313.0,150.0,3.7,1989-01-01,1012,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,Y,N,C,365
,9369.0,150.0,12.0,1994-05-01,1022,63.0,150.0,63.0,PG7,HYBLWF,N,N,N,FZ-V02,N,N,C,365
,9203.0,150.0,3.6,1997-01-01,1009,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,N,N,C,365
BLUE,17293.0,0.0,7.7,1986-09-24,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,10408.0,150.0,4.0,1992-01-01,1022,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,10519.0,150.0,4.6,1987-01-01,1009,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,544394.0,150.0,1.2,2002-11-01,1001,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,Y,N,B,90
BLUE,5624.0,0.0,1.0,2008-10-01 08:55:00,1012,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,8370.0,0.0,1.0,2008-07-15 10:30:00,1004,63.0,63.0,0.0,5,HYBLWF,N,N,Y,FZ-C02,Y,Y,B,365
BLUE,6626.0,0.0,1.1,2003-01-13 10:47:00,1022,63.0,63.0,0.0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,7544.0,0.0,3.0,2001-11-19 11:28:00,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,11093.0,0.0,1.0,2009-03-19 08:40:00,1012,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,7
BLUE,11130.0,0.0,1.77,2008-12-15 07:53:00,1012,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,N,S,90
BLUE,548464.0,150.0,4.55,2001-08-01,1117,63.0,150.0,63.0,4A,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,538771.0,150.0,3.2,1999-01-01,1005,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,538787.0,150.0,3.2,2000-01-01,1009,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,538792.0,150.0,4.6,2002-07-01,1012,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,Y,y,C,365
BLUE,544409.0,150.0,2.5,2002-10-01,1001,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,544421.0,150.0,2.2,2002-10-01,1001,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,457924.0,150.0,2.9,1997-05-20,1022,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,11672.0,0.0,3.55,2008-12-18 16:33:00,1022,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,N,y,S,180
