COLOR,COMPKEY,FEEDERDIAM,FEEDERLEN,INSTDATE,MFGKEY,OUTLSZ1,OUTLSZ2,OUTLSZ3,PRESZONE,UNITTYPE,LONGKEY,PLUGGED,NONSCHE,FZONENUM,DECLREQD,HYMARKER,Letters,FLSHFRE_DAYS
BLUE,5183.0,0.0,1.2,2008-10-01 08:11:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,5197.0,0.0,1.3,2008-11-10 07:39:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,180
BLUE,5199.0,0.0,1.2,2008-08-29 10:14:00,1004,63,63,0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,4583.0,0.0,1.0,1978-12-20,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5403.0,0.0,3.0,2008-08-29 09:48:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,180
BLUE,5406.0,0.0,1.2,2008-10-17 15:49:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,5407.0,0.0,1.0,2008-10-02 10:53:00,1012,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,180
BLUE,5623.0,0.0,1.1,2008-09-19 08:16:00,1004,63,150,63,6,HYBLWF,N,N,N,FZ-C02,Y,y,B,365
BLUE,5629.0,0.0,1.3,2008-09-23 09:50:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,5843.0,0.0,1.1,2008-10-29 08:33:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,180
GREEN,5209.0,0.0,1.0,2008-03-20 09:44:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,5211.0,0.0,1.2,2008-08-29 10:13:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,6033.0,0.0,3.1,2008-09-18 11:13:00,1022,63,150,63,5,HYBLWF,N,Y,N,FZ-C03,N,N,B,365
BLUE,5428.0,0.0,2.5,2008-09-05 08:48:00,1004,63,63,0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,6261.0,0.0,1.2,2008-09-23 09:03:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6472.0,0.0,1.2,2008-10-28 09:02:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,6482.0,0.0,1.2,2008-09-23 09:03:00,1009,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,90
BLUE,6498.0,0.0,1.0,1990-05-01,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,7377.0,0.0,1.4,2008-06-12 13:23:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,6718.0,0.0,3.0,2008-10-14 11:11:00,1012,63,63,0,4,HYBLWF,N,N,N,FZ-C02,Y,N,S,365
BLUE,6721.0,0.0,1.0,2008-10-01 09:04:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,6726.0,0.0,1.2,2008-11-14 08:27:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,6728.0,0.0,1.0,2008-11-14 08:27:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,6750.0,0.0,0.9,2008-10-14 11:24:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,180
BLUE,6753.0,0.0,1.2,2008-10-17 08:40:00,1012,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6061.0,0.0,1.3,2008-06-16 14:54:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,6066.0,0.0,1.4,1989-09-14,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,6067.0,0.0,1.2,2008-09-24 10:52:00,1009,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6974.0,0.0,1.5,1987-09-18,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,6273.0,0.0,1.2,1990-01-05,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6274.0,0.0,1.2,2008-01-21 07:40:00,1009,63,63,0,6,HYBLWF,N,N,N,FZ-C02,Y,y,B,365
BLUE,6284.0,0.0,1.2,2008-09-24 09:31:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,7180.0,0.0,1.2,2005-12-12 11:48:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,7379.0,0.0,2.0,1998-04-01,1022,63,150,63,6,HYBLWF,N,N,N,FZ-V04,Y,y,B,365
BLUE,7380.0,0.0,3.6,2008-07-17 12:46:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,7386.0,0.0,1.1,2008-06-30 07:57:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
GREEN,7390.0,0.0,5.0,2008-08-28 16:39:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,7393.0,0.0,3.5,2008-06-16 14:47:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,7397.0,0.0,3.5,2008-09-11 09:55:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
GREEN,6768.0,0.0,1.0,1989-01-01,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,7596.0,0.0,5.2,1989-09-01,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,y,B,365
BLUE,7618.0,0.0,1.1,1989-07-01,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,7626.0,0.0,1.2,2008-09-23 09:50:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,4407.0,0.0,1.0,2008-08-29 10:14:00,1881,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,4410.0,0.0,4.5,2007-07-03 08:24:00,1022,63,63,0,5,HYBLWF,N,N,Y,FZ-C03,N,Y,B,365
BLUE,7203.0,0.0,3.0,2008-06-24 07:08:00,1022,63,63,0,5D,HYBLWF,N,N,N,FZ-C03,N,N,B,365
GREEN,4590.0,0.0,1.1,2008-08-29 09:13:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,4595.0,0.0,1.2,2007-02-27 10:15:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,4596.0,0.0,1.1,2008-07-25 07:43:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4611.0,150.0,2.0,1979-02-19,1012,63,150,63,7,HYBLWF,N,N,N,FZ-V04,Y,N,C,14
BLUE,4808.0,0.0,1.0,2008-01-22 23:00:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4810.0,0.0,1.2,2008-07-29 09:36:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4820.0,0.0,3.5,2008-10-02 08:50:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,4827.0,0.0,1.2,2008-07-11 13:18:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,4828.0,0.0,1.0,2008-10-15 08:32:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5662.0,0.0,1.2,2008-10-29 08:33:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,5665.0,0.0,1.2,2008-09-26 07:35:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5666.0,0.0,1.2,2008-09-26 07:32:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,4413.0,0.0,1.2,2006-03-14 11:15:00,1012,63,63,0,5,HYBLWF,Y,N,N,FZ-C02,N,N,B,365
BLUE,4416.0,0.0,9.0,2009-05-08 08:25:00,1022,63,150,63,7,HYBLWF,N,N,N,FZ-C01,Y,N,B,120
BLUE,5223.0,0.0,1.2,2008-09-24 09:38:00,1004,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,5239.0,0.0,1.0,2008-10-14 11:24:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
BLUE,5242.0,0.0,1.2,2008-08-29 11:00:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
GREEN,5447.0,0.0,1.0,2006-02-01,1022,63,63,0,6,HYBLWF,Y,N,N,FZ-C02,Y,Y,B,365
BLUE,649428.0,150.0,2.7,2004-03-01,1022,63,150,63,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,5051.0,0.0,0.9,2005-03-09 08:34:00,1881,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,5908.0,0.0,1.5,2008-06-12 13:23:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,5264.0,0.0,1.2,2008-09-11 10:46:00,1012,63,150,63,5,HYBLWF,N,N,Y,FZ-C03,N,Y,B,365
BLUE,6078.0,0.0,5.5,2008-08-29 09:48:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,6083.0,0.0,1.2,2008-09-29 08:32:00,1004,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,6085.0,0.0,1.4,2008-09-29 08:32:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
GREEN,6086.0,0.0,1.1,2008-09-22 09:45:00,1004,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,6093.0,0.0,3.5,2008-06-12 13:13:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,6101.0,0.0,1.2,2008-09-19 08:16:00,1004,63,63,0,6,HYBLWF,N,N,N,FZ-C02,Y,y,B,365
BLUE,6102.0,0.0,1.2,2008-08-08 07:50:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,6308.0,0.0,1.2,2008-01-21 07:40:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,y,B,365
BLUE,6310.0,0.0,1.1,1986-02-06,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,y,B,365
BLUE,6518.0,0.0,1.2,2008-09-22 09:45:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,y,B,365
BLUE,6520.0,0.0,1.5,2008-06-18 14:14:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
GREEN,6522.0,0.0,1.5,2008-06-12 14:14:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,6528.0,0.0,1.2,2008-05-02 09:11:00,1012,63,63,0,6,HYBLWF,N,N,Y,FZ-C01,N,Y,B,365
ORANGE,6788.0,0.0,1.0,1988-08-09,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,6795.0,0.0,1.2,2008-08-29 09:14:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,6800.0,0.0,1.2,1990-07-01,1012,63,150,63,6,HYBLWF,N,N,Y,FZ-C01,N,Y,B,365
BLUE,6816.0,0.0,1.3,2008-06-18 14:14:00,1022,63,150,63,5,HYBLWF,N,Y,N,FZ-C03,N,Y,B,365
BLUE,6817.0,0.0,11.0,1990-01-02,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,7005.0,0.0,1.5,1991-03-12,1009,63,150,63,6,HYBLWF,N,N,N,FZ-V04,Y,N,B,365
GREEN,6320.0,0.0,1.2,2008-09-23 09:03:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6338.0,0.0,1.2,2008-09-23 09:03:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,7213.0,0.0,1.2,2008-08-29 10:12:00,1004,63,63,0,6,HYBLWF,N,N,Y,FZ-C03,N,N,B,365
BLUE,7215.0,0.0,4.3,2008-03-28 08:17:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,7224.0,0.0,1.3,2008-06-12 14:14:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,7232.0,0.0,1.2,2008-11-04 09:21:00,1012,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,7467.0,0.0,3.6,2008-06-12 14:43:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,4857.0,0.0,0.8,2008-07-17 12:51:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,4858.0,0.0,1.2,2008-07-29 09:36:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,6824.0,0.0,1.0,2008-10-02 10:32:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4213.0,0.0,1.0,1978-12-21,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,y,B,365
GREEN,4214.0,0.0,1.2,2008-07-24 12:37:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,4221.0,0.0,1.0,2008-10-06 08:28:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,y,B,365
BLUE,4222.0,0.0,1.0,2005-02-21 11:09:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,4227.0,0.0,1.0,2008-08-05 13:17:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,4232.0,0.0,1.4,2008-11-04 09:21:00,1012,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
GREEN,4254.0,0.0,1.2,2008-07-24 12:37:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,7039.0,0.0,3.5,2008-06-16 14:35:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,7041.0,0.0,2.5,2008-10-08 08:28:00,1009,63,150,63,6,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,7047.0,0.0,3.5,2008-09-11 09:55:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,4450.0,0.0,1.2,1979-01-10,1005,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,4452.0,0.0,1.2,2008-10-23 08:42:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
GREEN,4456.0,0.0,1.1,1978-12-20,1012,63,63,0,5,HYBLWF,Y,N,N,FZ-C02,N,Y,B,365
BLUE,4859.0,0.0,1.2,1974-01-01,1001,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
ORANGE,4860.0,0.0,0.8,2008-07-29 09:36:00,1004,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
ORANGE,4861.0,0.0,0.8,2008-07-29 09:36:00,1004,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4863.0,0.0,1.2,2008-07-29 09:36:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4869.0,0.0,0.9,2008-07-17 12:51:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,4888.0,0.0,1.0,2008-07-03 11:35:00,1881,63,150,63,5,HYBLWF,N,N,Y,FZ-C03,N,Y,B,365
ORANGE,4258.0,0.0,0.8,2008-07-24 12:37:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
GREEN,5060.0,0.0,1.1,1985-03-01,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,5073.0,0.0,1.5,2008-06-25 13:18:00,1012,63,63,0,4,HYBLWF,N,N,N,FZ-C02,Y,N,S,3
BLUE,5083.0,0.0,1.0,2008-03-04 08:00:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,5084.0,0.0,1.2,2006-01-10 11:21:00,1012,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,5085.0,0.0,1.0,2009-05-07 09:10:00,1022,63,150,63,7,HYBLWF,N,N,N,FZ-V04,Y,N,B,365
BLUE,4474.0,0.0,1.0,2008-07-25 07:43:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5295.0,0.0,1.2,2008-09-24 09:38:00,1004,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,5297.0,0.0,1.2,2008-08-29 10:13:00,1004,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,180
BLUE,5301.0,0.0,1.2,2008-09-09 11:04:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,4681.0,0.0,3.5,1980-12-01,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,5725.0,0.0,1.2,2008-09-24 10:52:00,1009,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,5743.0,0.0,1.0,2008-09-22 09:45:00,1004,63,63,0,6,HYBLWF,N,N,N,FZ-C01,N,y,B,365
BLUE,5744.0,0.0,1.2,2008-10-15 08:32:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,5746.0,0.0,1.0,2008-10-10 09:16:00,1012,63,63,0,4,HYBLWF,N,N,N,FZ-C02,Y,N,S,365
BLUE,5747.0,0.0,1.2,2008-10-31 08:58:00,1004,63,63,0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,5934.0,0.0,1.2,1989-11-01,1022,63,150,63,4,HYBLWF,N,N,N,FZ-C03,Y,Y,S,3
GREEN,5947.0,0.0,2.5,2008-09-09 10:17:00,1004,63,63,0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,5329.0,0.0,1.2,2008-08-29 10:13:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,180
BLUE,6155.0,0.0,1.4,2008-01-11 13:00:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,y,B,365
BLUE,6341.0,0.0,1.2,2008-09-23 09:03:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6353.0,0.0,1.1,2008-03-12 07:15:00,1009,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6354.0,0.0,1.2,2007-03-06 09:49:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,y,B,365
BLUE,6355.0,0.0,1.4,2008-10-23 09:47:00,1012,63,150,63,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,6356.0,0.0,1.0,2008-10-28 09:02:00,1009,63,63,0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,6849.0,0.0,1.0,2008-10-05 07:41:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,6855.0,0.0,1.0,1989-12-01,1012,63,150,63,4,HYBLWF,N,N,N,FZ-C03,Y,N,S,180
BLUE,6162.0,0.0,3.2,2008-09-18 11:52:00,1022,63,150,63,5,HYBLWF,N,N,Y,FZ-C02,N,N,B,365
,7055.0,0.0,2.0,2008-06-12 13:42:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,y,B,365
BLUE,7066.0,0.0,1.5,2008-06-12 13:42:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,y,B,365
BLUE,7067.0,0.0,1.1,2008-08-29 09:13:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,6366.0,0.0,1.2,2008-09-05 08:48:00,1022,63,63,0,6,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,7263.0,0.0,1.2,1984-09-14,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
GREEN,10572.0,0.0,1.64,2008-12-11 08:56:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,y,S,365
BLUE,10573.0,0.0,3.74,2008-06-24 10:26:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,9934.0,150.0,4.1,1987-01-01,1009,63,63,0,6,HYBLWF,N,N,N,FZ-V05,N,y,C,365
GREEN,10779.0,0.0,1.49,2008-12-11 10:10:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,90
BLUE,10783.0,0.0,3.1,2008-06-11 23:00:00,1004,63,63,0,3,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,10793.0,0.0,4.21,2008-06-16 09:47:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W01,Y,Y,S,365
BLUE,10797.0,0.0,1.0,1989-07-01,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W03,Y,y,S,30
BLUE,9329.0,150.0,1.2,1996-06-10,1012,63,150,63,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
,9331.0,150.0,1.6,1988-01-01,1001,63,150,63,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,365
,9335.0,150.0,3.8,1990-10-19,1881,63,150,63,PG8,HYBLWF,N,N,N,FZ-V02,Y,N,C,365
BLUE,10185.0,150.0,2.0,1986-01-01,1012,63,150,63,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,10188.0,150.0,4.3,1992-11-19,1012,63,63,0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,8082.0,0.0,1.6,2008-10-03 19:04:00,1022,63,150,63,5,HYBLWF,N,N,Y,FZ-C03,N,N,B,365
BLUE,8102.0,0.0,1.1,2008-06-12 13:23:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,8105.0,0.0,1.2,2008-10-29 08:33:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
,10205.0,150.0,1.0,2010-10-01,1117,63,150,63,PG8,HYBLWF,N,N,N,FZ-V03,Y,Y,C,30
BLUE,10213.0,150.0,2.0,1984-01-01,1022,63,150,63,5B,HYBLWF,N,N,N,FZ-V05,Y,N,C,30
ORANGE,7695.0,0.0,1.0,1985-03-01,1022,63,150,63,7,HYBLWF,N,N,N,FZ-V04,Y,N,B,365
,9504.0,150.0,5.0,2008-05-15 08:57:00,1009,63,150,63,CV13,HYBLWF,N,N,N,FZ-V01,N,N,C,60
,9514.0,150.0,0.7,2008-05-20 08:23:00,1022,63,150,63,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,30
,9533.0,150.0,4.5,1994-05-01,1022,63,150,63,PG7,HYBLWF,N,N,N,FZ-V02,N,N,C,365
,9535.0,150.0,5.0,1994-05-01,1022,63,63,0,PG7,HYBLWF,N,N,N,FZ-V02,Y,N,C,365
BLUE,9542.0,150.0,1.8,1981-01-01,1004,63,150,63,6,HYBLWF,N,N,N,FZ-V05,Y,N,C,365
BLUE,9549.0,150.0,1.0,1995-03-01,1009,63,150,63,6,HYBLWF,N,Y,N,FZ-V05,N,N,C,365
,9733.0,150.0,1.4,1979-01-01,1022,63,150,63,CE8,HYBLWF,N,N,N,FZ-V03,Y,N,C,30
,9738.0,150.0,3.7,1990-01-16,1009,63,150,63,IN7,HYBLWF,N,Y,N,FZ-V04,Y,N,C,180
BLUE,641791.0,150.0,1.2,2003-10-01,1001,63,150,63,5B,HYBLWF,N,N,N,FZ-V05,N,N,C,90
,10389.0,150.0,1.2,1988-01-01,1001,63,63,0,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,365
BLUE,10391.0,150.0,3.8,1993-12-19,1022,63,150,63,6,HYBLWF,N,N,N,FZ-V05,N,N,C,180
BLUE,10392.0,150.0,1.1,1986-01-01,1012,63,150,63,5B,HYBLWF,N,N,N,FZ-V05,Y,N,C,60
,10395.0,150.0,2.0,2008-05-29 09:59:00,1881,63,150,63,CV12,HYBLWF,N,N,N,FZ-V01,N,N,C,180
,10400.0,150.0,3.5,1995-04-19,1022,63,150,63,CT7,HYBLWF,N,N,N,FZ-V04,Y,N,C,30
,10403.0,150.0,1.8,1976-07-01,1881,63,150,63,PG9,HYBLWF,N,N,N,FZ-V02,N,N,C,7
,10413.0,150.0,3.6,1997-01-01,1022,63,150,63,CE8,HYBLWF,N,N,N,FZ-V03,N,N,C,180
BLUE,10611.0,0.0,1.0,2008-10-10 13:47:00,1009,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,6625.0,0.0,1.2,2008-11-07 10:15:00,1012,63,63,0,5,HYBLWF,N,N,Y,FZ-C03,Y,Y,B,365
BLUE,6627.0,0.0,1.8,2008-10-31 08:58:00,1012,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,6632.0,0.0,1.4,2008-09-29 08:32:00,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,6643.0,0.0,1.0,2008-10-02 10:26:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,6644.0,0.0,1.1,2001-02-16 11:30:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,6646.0,0.0,2.5,1990-12-01,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,6659.0,0.0,0.0,1999-03-01,1009,63,150,63,4,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
,9351.0,150.0,1.0,1995-04-19,1022,63,150,63,CT7,HYBLWF,N,N,N,FZ-V04,Y,N,C,7
BLUE,10431.0,150.0,0.8,1991-01-01,1009,63,150,63,5B,HYBLWF,N,N,N,FZ-V05,Y,N,C,365
BLUE,8111.0,0.0,1.1,2008-10-02 10:19:00,1012,63,63,0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,180
BLUE,9997.0,150.0,1.2,1981-01-01,1004,63,63,0,6,HYBLWF,N,N,N,FZ-V05,Y,N,C,365
,10008.0,150.0,3.0,1987-01-01,1004,63,63,0,AV12,HYBLWF,N,N,N,FZ-V01,N,N,C,30
,10018.0,150.0,4.4,1975-07-19,1012,63,150,63,CV12,HYBLWF,N,N,N,FZ-V01,N,y,C,365
BLUE,9376.0,150.0,4.1,1987-01-01,1009,63,63,0,6,HYBLWF,N,N,N,FZ-V05,Y,N,C,365
,9378.0,150.0,2.7,1990-11-01,1022,63,63,0,PG8,HYBLWF,N,N,N,FZ-V02,Y,N,C,365
BLUE,9379.0,150.0,3.5,1991-01-01,1012,63,150,63,6,HYBLWF,N,N,N,FZ-V05,N,N,C,30
